timestamp,query,execution_time
2024-01-03 01:00:00,INSERT,79
2024-01-03 02:00:00,SELECT,48
2024-01-03 03:00:00,INSERT,53
2024-01-03 04:00:00,INSERT,88
2024-01-03 05:00:00,SELECT,85
2024-01-03 06:00:00,DELETE,5
2024-01-03 07:00:00,INSERT,43
2024-01-03 08:00:00,UPDATE,66
2024-01-03 09:00:00,UPDATE,91
2024-01-03 10:00:00,DELETE,22
2024-01-03 11:00:00,UPDATE,28
2024-01-03 12:00:00,DELETE,76
2024-01-03 13:00:00,SELECT,87
2024-01-03 14:00:00,INSERT,27
2024-01-03 15:00:00,SELECT,64
2024-01-03 16:00:00,INSERT,23
2024-01-03 17:00:00,DELETE,24
2024-01-03 18:00:00,DELETE,51
2024-01-03 19:00:00,DELETE,58
2024-01-03 20:00:00,INSERT,76
2024-01-03 21:00:00,UPDATE,60
2024-01-03 22:00:00,UPDATE,95
2024-01-03 23:00:00,INSERT,13
2024-01-04 00:00:00,DELETE,9
2024-01-04 01:00:00,INSERT,75
2024-01-04 02:00:00,DELETE,22
2024-01-04 03:00:00,UPDATE,17
2024-01-04 04:00:00,DELETE,30
2024-01-04 05:00:00,UPDATE,30
2024-01-04 06:00:00,INSERT,37
2024-01-04 07:00:00,INSERT,94
2024-01-04 08:00:00,DELETE,73
2024-01-04 09:00:00,INSERT,7
2024-01-04 10:00:00,SELECT,40
2024-01-04 11:00:00,INSERT,31
2024-01-04 12:00:00,DELETE,96
2024-01-04 13:00:00,SELECT,94
2024-01-04 14:00:00,INSERT,96
2024-01-04 15:00:00,UPDATE,85
2024-01-04 16:00:00,DELETE,87
2024-01-04 17:00:00,UPDATE,90
2024-01-04 18:00:00,DELETE,80
2024-01-04 19:00:00,DELETE,40
2024-01-04 20:00:00,INSERT,83
2024-01-04 21:00:00,SELECT,50
2024-01-04 22:00:00,UPDATE,53
2024-01-04 23:00:00,SELECT,66
2024-01-05 00:00:00,UPDATE,15
2024-01-05 01:00:00,SELECT,62
2024-01-05 02:00:00,UPDATE,28
2024-01-05 03:00:00,SELECT,81
2024-01-05 04:00:00,SELECT,11
2024-01-05 05:00:00,DELETE,18
2024-01-05 06:00:00,UPDATE,63
2024-01-05 07:00:00,SELECT,11
2024-01-05 08:00:00,SELECT,60
2024-01-05 09:00:00,DELETE,51
2024-01-05 10:00:00,INSERT,97
2024-01-05 11:00:00,DELETE,25
2024-01-05 12:00:00,DELETE,47
2024-01-05 13:00:00,DELETE,18
2024-01-05 14:00:00,INSERT,45
2024-01-05 15:00:00,SELECT,69
2024-01-05 16:00:00,SELECT,37
2024-01-05 17:00:00,INSERT,72
2024-01-05 18:00:00,DELETE,21
2024-01-05 19:00:00,UPDATE,61
2024-01-05 20:00:00,UPDATE,55
2024-01-05 21:00:00,INSERT,81
2024-01-05 22:00:00,DELETE,75
2024-01-05 23:00:00,DELETE,23
2024-01-06 00:00:00,SELECT,54
2024-01-06 01:00:00,INSERT,45
2024-01-06 02:00:00,INSERT,59
2024-01-06 03:00:00,INSERT,89
2024-01-06 04:00:00,UPDATE,85
2024-01-06 05:00:00,UPDATE,8
2024-01-06 06:00:00,DELETE,60
2024-01-06 07:00:00,DELETE,67
2024-01-06 08:00:00,INSERT,22
2024-01-06 09:00:00,INSERT,75
2024-01-06 10:00:00,DELETE,69
2024-01-06 11:00:00,SELECT,6
2024-01-06 12:00:00,SELECT,90
2024-01-06 13:00:00,UPDATE,17
2024-01-06 14:00:00,SELECT,65
2024-01-06 15:00:00,DELETE,15
2024-01-06 16:00:00,INSERT,31
2024-01-06 17:00:00,SELECT,83
2024-01-06 18:00:00,DELETE,71
2024-01-06 19:00:00,SELECT,68
2024-01-06 20:00:00,DELETE,93
2024-01-06 21:00:00,DELETE,34
2024-01-06 22:00:00,DELETE,74
2024-01-06 23:00:00,SELECT,24
2024-01-07 00:00:00,INSERT,16
2024-01-07 01:00:00,UPDATE,83
2024-01-07 02:00:00,UPDATE,54
2024-01-07 03:00:00,INSERT,17
2024-01-07 04:00:00,DELETE,78
2024-01-07 05:00:00,INSERT,16
2024-01-07 06:00:00,UPDATE,35
2024-01-07 07:00:00,SELECT,91
2024-01-07 08:00:00,INSERT,31
2024-01-07 09:00:00,SELECT,70
2024-01-07 10:00:00,SELECT,68
2024-01-07 11:00:00,DELETE,19
2024-01-07 12:00:00,INSERT,17
2024-01-07 13:00:00,UPDATE,26
2024-01-07 14:00:00,DELETE,76
2024-01-07 15:00:00,UPDATE,26
2024-01-07 16:00:00,SELECT,65
2024-01-07 17:00:00,UPDATE,88
2024-01-07 18:00:00,UPDATE,43
2024-01-07 19:00:00,INSERT,69
2024-01-07 20:00:00,INSERT,14
2024-01-07 21:00:00,DELETE,70
2024-01-07 22:00:00,INSERT,82
2024-01-07 23:00:00,DELETE,23
2024-01-08 00:00:00,INSERT,97
2024-01-08 01:00:00,INSERT,90
2024-01-08 02:00:00,DELETE,24
2024-01-08 03:00:00,DELETE,16
2024-01-08 04:00:00,DELETE,18
2024-01-08 05:00:00,SELECT,97
2024-01-08 06:00:00,UPDATE,27
2024-01-08 07:00:00,DELETE,96
2024-01-08 08:00:00,UPDATE,48
2024-01-08 09:00:00,DELETE,41
2024-01-08 10:00:00,SELECT,6
2024-01-08 11:00:00,UPDATE,76
2024-01-08 12:00:00,INSERT,44
2024-01-08 13:00:00,UPDATE,32
2024-01-08 14:00:00,SELECT,15
2024-01-08 15:00:00,DELETE,87
2024-01-08 16:00:00,INSERT,18
2024-01-08 17:00:00,INSERT,13
2024-01-08 18:00:00,UPDATE,42
2024-01-08 19:00:00,UPDATE,44
2024-01-08 20:00:00,INSERT,83
2024-01-08 21:00:00,UPDATE,41
2024-01-08 22:00:00,DELETE,54
2024-01-08 23:00:00,UPDATE,94
2024-01-09 00:00:00,INSERT,73
2024-01-09 01:00:00,UPDATE,94
2024-01-09 02:00:00,DELETE,70
2024-01-09 03:00:00,UPDATE,39
2024-01-09 04:00:00,UPDATE,20
2024-01-09 05:00:00,INSERT,16
2024-01-09 06:00:00,SELECT,56
2024-01-09 07:00:00,UPDATE,34
2024-01-09 08:00:00,INSERT,28
2024-01-09 09:00:00,SELECT,40
2024-01-09 10:00:00,UPDATE,73
2024-01-09 11:00:00,SELECT,95
2024-01-09 12:00:00,DELETE,63
2024-01-09 13:00:00,DELETE,46
2024-01-09 14:00:00,UPDATE,34
2024-01-09 15:00:00,SELECT,35
2024-01-09 16:00:00,DELETE,68
2024-01-09 17:00:00,INSERT,77
2024-01-09 18:00:00,UPDATE,73
2024-01-09 19:00:00,SELECT,83
2024-01-09 20:00:00,UPDATE,74
2024-01-09 21:00:00,SELECT,91
2024-01-09 22:00:00,DELETE,77
2024-01-09 23:00:00,UPDATE,72
2024-01-10 00:00:00,DELETE,15
2024-01-10 01:00:00,DELETE,51
2024-01-10 02:00:00,INSERT,19
2024-01-10 03:00:00,DELETE,49
2024-01-10 04:00:00,INSERT,39
2024-01-10 05:00:00,UPDATE,71
2024-01-10 06:00:00,UPDATE,79
2024-01-10 07:00:00,INSERT,68
2024-01-10 08:00:00,INSERT,47
2024-01-10 09:00:00,UPDATE,34
2024-01-10 10:00:00,SELECT,30
2024-01-10 11:00:00,INSERT,23
2024-01-10 12:00:00,DELETE,73
2024-01-10 13:00:00,UPDATE,57
2024-01-10 14:00:00,SELECT,18
2024-01-10 15:00:00,SELECT,18
2024-01-10 16:00:00,INSERT,95
2024-01-10 17:00:00,SELECT,25
2024-01-10 18:00:00,DELETE,92
2024-01-10 19:00:00,UPDATE,53
2024-01-10 20:00:00,UPDATE,45
2024-01-10 21:00:00,DELETE,33
2024-01-10 22:00:00,INSERT,67
2024-01-10 23:00:00,SELECT,27
2024-01-11 00:00:00,DELETE,57
2024-01-11 01:00:00,DELETE,59
2024-01-11 02:00:00,INSERT,15
2024-01-11 03:00:00,UPDATE,88
2024-01-11 04:00:00,SELECT,64
2024-01-11 05:00:00,SELECT,43
2024-01-11 06:00:00,UPDATE,6
2024-01-11 07:00:00,SELECT,23
2024-01-11 08:00:00,DELETE,38
2024-01-11 09:00:00,UPDATE,51
2024-01-11 10:00:00,SELECT,37
2024-01-11 11:00:00,UPDATE,66
2024-01-11 12:00:00,SELECT,85
2024-01-11 13:00:00,UPDATE,56
2024-01-11 14:00:00,DELETE,7
2024-01-11 15:00:00,SELECT,75
2024-01-11 16:00:00,DELETE,29
2024-01-11 17:00:00,INSERT,35
2024-01-11 18:00:00,SELECT,42
2024-01-11 19:00:00,SELECT,92
2024-01-11 20:00:00,UPDATE,31
2024-01-11 21:00:00,SELECT,22
2024-01-11 22:00:00,DELETE,19
2024-01-11 23:00:00,SELECT,89
2024-01-12 00:00:00,SELECT,61
2024-01-12 01:00:00,DELETE,44
2024-01-12 02:00:00,INSERT,40
2024-01-12 03:00:00,INSERT,46
2024-01-12 04:00:00,SELECT,94
2024-01-12 05:00:00,INSERT,83
2024-01-12 06:00:00,SELECT,99
2024-01-12 07:00:00,DELETE,93
2024-01-12 08:00:00,SELECT,52
2024-01-12 09:00:00,INSERT,44
2024-01-12 10:00:00,INSERT,89
2024-01-12 11:00:00,DELETE,8
2024-01-12 12:00:00,UPDATE,8
2024-01-12 13:00:00,SELECT,9
2024-01-12 14:00:00,DELETE,12
2024-01-12 15:00:00,SELECT,12
2024-01-12 16:00:00,UPDATE,69
2024-01-12 17:00:00,UPDATE,11
2024-01-12 18:00:00,DELETE,46
2024-01-12 19:00:00,UPDATE,34
2024-01-12 20:00:00,SELECT,37
2024-01-12 21:00:00,INSERT,48
2024-01-12 22:00:00,SELECT,15
2024-01-12 23:00:00,SELECT,42
2024-01-13 00:00:00,INSERT,59
2024-01-13 01:00:00,INSERT,16
2024-01-13 02:00:00,DELETE,84
2024-01-13 03:00:00,UPDATE,80
2024-01-13 04:00:00,SELECT,16
2024-01-13 05:00:00,INSERT,45
2024-01-13 06:00:00,SELECT,78
2024-01-13 07:00:00,DELETE,86
2024-01-13 08:00:00,SELECT,37
2024-01-13 09:00:00,DELETE,15
2024-01-13 10:00:00,INSERT,96
2024-01-13 11:00:00,INSERT,26
2024-01-13 12:00:00,DELETE,15
2024-01-13 13:00:00,UPDATE,84
2024-01-13 14:00:00,SELECT,54
2024-01-13 15:00:00,INSERT,87
2024-01-13 16:00:00,SELECT,11
2024-01-13 17:00:00,UPDATE,16
2024-01-13 18:00:00,INSERT,61
2024-01-13 19:00:00,SELECT,94
2024-01-13 20:00:00,UPDATE,89
2024-01-13 21:00:00,UPDATE,42
2024-01-13 22:00:00,SELECT,9
2024-01-13 23:00:00,SELECT,57
2024-01-14 00:00:00,SELECT,65
2024-01-14 01:00:00,SELECT,16
2024-01-14 02:00:00,INSERT,13
2024-01-14 03:00:00,UPDATE,76
2024-01-14 04:00:00,DELETE,92
2024-01-14 05:00:00,UPDATE,31
2024-01-14 06:00:00,SELECT,73
2024-01-14 07:00:00,DELETE,68
2024-01-14 08:00:00,DELETE,99
2024-01-14 09:00:00,INSERT,86
2024-01-14 10:00:00,UPDATE,8
2024-01-14 11:00:00,INSERT,39
2024-01-14 12:00:00,UPDATE,46
2024-01-14 13:00:00,SELECT,29
2024-01-14 14:00:00,INSERT,62
2024-01-14 15:00:00,DELETE,75
2024-01-14 16:00:00,SELECT,37
2024-01-14 17:00:00,UPDATE,91
2024-01-14 18:00:00,SELECT,59
2024-01-14 19:00:00,INSERT,58
2024-01-14 20:00:00,UPDATE,53
2024-01-14 21:00:00,DELETE,11
2024-01-14 22:00:00,INSERT,6
2024-01-14 23:00:00,DELETE,71
2024-01-15 00:00:00,SELECT,78
2024-01-15 01:00:00,SELECT,8
2024-01-15 02:00:00,UPDATE,90
2024-01-15 03:00:00,SELECT,32
2024-01-15 04:00:00,INSERT,39
2024-01-15 05:00:00,SELECT,56
2024-01-15 06:00:00,INSERT,58
2024-01-15 07:00:00,UPDATE,98
2024-01-15 08:00:00,UPDATE,60
2024-01-15 09:00:00,DELETE,79
2024-01-15 10:00:00,DELETE,29
2024-01-15 11:00:00,DELETE,48
2024-01-15 12:00:00,INSERT,85
2024-01-15 13:00:00,SELECT,16
2024-01-15 14:00:00,INSERT,88
2024-01-15 15:00:00,UPDATE,85
2024-01-15 16:00:00,DELETE,45
2024-01-15 17:00:00,SELECT,19
2024-01-15 18:00:00,UPDATE,83
2024-01-15 19:00:00,UPDATE,33
2024-01-15 20:00:00,DELETE,67
2024-01-15 21:00:00,UPDATE,44
2024-01-15 22:00:00,DELETE,99
2024-01-15 23:00:00,INSERT,64
2024-01-16 00:00:00,UPDATE,73
2024-01-16 01:00:00,INSERT,88
2024-01-16 02:00:00,DELETE,39
2024-01-16 03:00:00,INSERT,83
2024-01-16 04:00:00,SELECT,53
2024-01-16 05:00:00,DELETE,14
2024-01-16 06:00:00,INSERT,46
2024-01-16 07:00:00,INSERT,13
2024-01-16 08:00:00,DELETE,66
2024-01-16 09:00:00,DELETE,61
2024-01-16 10:00:00,UPDATE,83
2024-01-16 11:00:00,INSERT,83
2024-01-16 12:00:00,UPDATE,52
2024-01-16 13:00:00,DELETE,70
2024-01-16 14:00:00,SELECT,13
2024-01-16 15:00:00,UPDATE,22
2024-01-16 16:00:00,SELECT,15
2024-01-16 17:00:00,UPDATE,19
2024-01-16 18:00:00,INSERT,17
2024-01-16 19:00:00,DELETE,76
2024-01-16 20:00:00,SELECT,25
2024-01-16 21:00:00,UPDATE,56
2024-01-16 22:00:00,INSERT,64
2024-01-16 23:00:00,INSERT,75
2024-01-17 00:00:00,INSERT,19
2024-01-17 01:00:00,UPDATE,96
2024-01-17 02:00:00,DELETE,23
2024-01-17 03:00:00,INSERT,61
2024-01-17 04:00:00,INSERT,9
2024-01-17 05:00:00,DELETE,14
2024-01-17 06:00:00,INSERT,50
2024-01-17 07:00:00,INSERT,43
2024-01-17 08:00:00,SELECT,66
2024-01-17 09:00:00,SELECT,92
2024-01-17 10:00:00,SELECT,53
2024-01-17 11:00:00,INSERT,78
2024-01-17 12:00:00,DELETE,15
2024-01-17 13:00:00,UPDATE,44
2024-01-17 14:00:00,INSERT,5
2024-01-17 15:00:00,UPDATE,70
2024-01-17 16:00:00,DELETE,82
2024-01-17 17:00:00,SELECT,85
2024-01-17 18:00:00,DELETE,91
2024-01-17 19:00:00,DELETE,67
2024-01-17 20:00:00,UPDATE,41
2024-01-17 21:00:00,INSERT,24
2024-01-17 22:00:00,DELETE,5
2024-01-17 23:00:00,INSERT,17
2024-01-18 00:00:00,DELETE,66
2024-01-18 01:00:00,DELETE,27
2024-01-18 02:00:00,INSERT,63
2024-01-18 03:00:00,DELETE,54
2024-01-18 04:00:00,DELETE,8
2024-01-18 05:00:00,UPDATE,91
2024-01-18 06:00:00,INSERT,23
2024-01-18 07:00:00,UPDATE,55
2024-01-18 08:00:00,SELECT,93
2024-01-18 09:00:00,INSERT,12
2024-01-18 10:00:00,SELECT,54
2024-01-18 11:00:00,DELETE,9
2024-01-18 12:00:00,SELECT,69
2024-01-18 13:00:00,INSERT,63
2024-01-18 14:00:00,DELETE,82
2024-01-18 15:00:00,INSERT,88
2024-01-18 16:00:00,DELETE,29
2024-01-18 17:00:00,SELECT,76
2024-01-18 18:00:00,DELETE,48
2024-01-18 19:00:00,INSERT,90
2024-01-18 20:00:00,INSERT,9
2024-01-18 21:00:00,INSERT,54
2024-01-18 22:00:00,INSERT,25
2024-01-18 23:00:00,INSERT,88
2024-01-19 00:00:00,INSERT,37
2024-01-19 01:00:00,DELETE,72
2024-01-19 02:00:00,UPDATE,8
2024-01-19 03:00:00,INSERT,62
2024-01-19 04:00:00,SELECT,12
2024-01-19 05:00:00,INSERT,16
2024-01-19 06:00:00,INSERT,47
2024-01-19 07:00:00,UPDATE,96
2024-01-19 08:00:00,UPDATE,36
2024-01-19 09:00:00,SELECT,22
2024-01-19 10:00:00,SELECT,66
2024-01-19 11:00:00,SELECT,83
2024-01-19 12:00:00,SELECT,87
2024-01-19 13:00:00,SELECT,56
2024-01-19 14:00:00,INSERT,91
2024-01-19 15:00:00,UPDATE,97
2024-01-19 16:00:00,UPDATE,14
2024-01-19 17:00:00,DELETE,80
2024-01-19 18:00:00,SELECT,23
2024-01-19 19:00:00,INSERT,88
2024-01-19 20:00:00,INSERT,8
2024-01-19 21:00:00,DELETE,27
2024-01-19 22:00:00,UPDATE,97
2024-01-19 23:00:00,INSERT,83
2024-01-20 00:00:00,SELECT,47
2024-01-20 01:00:00,SELECT,35
2024-01-20 02:00:00,DELETE,57
2024-01-20 03:00:00,UPDATE,99
2024-01-20 04:00:00,SELECT,56
2024-01-20 05:00:00,SELECT,60
2024-01-20 06:00:00,UPDATE,64
2024-01-20 07:00:00,INSERT,90
2024-01-20 08:00:00,DELETE,97
2024-01-20 09:00:00,SELECT,67
2024-01-20 10:00:00,INSERT,85
2024-01-20 11:00:00,INSERT,86
2024-01-20 12:00:00,INSERT,81
2024-01-20 13:00:00,UPDATE,59
2024-01-20 14:00:00,INSERT,24
2024-01-20 15:00:00,DELETE,82
2024-01-20 16:00:00,DELETE,18
2024-01-20 17:00:00,DELETE,28
2024-01-20 18:00:00,UPDATE,24
2024-01-20 19:00:00,INSERT,95
2024-01-20 20:00:00,UPDATE,75
2024-01-20 21:00:00,UPDATE,54
2024-01-20 22:00:00,INSERT,89
2024-01-20 23:00:00,UPDATE,48
2024-01-21 00:00:00,DELETE,19
2024-01-21 01:00:00,UPDATE,62
2024-01-21 02:00:00,INSERT,86
2024-01-21 03:00:00,SELECT,7
2024-01-21 04:00:00,INSERT,99
2024-01-21 05:00:00,SELECT,28
2024-01-21 06:00:00,INSERT,32
2024-01-21 07:00:00,DELETE,32
2024-01-21 08:00:00,DELETE,27
2024-01-21 09:00:00,UPDATE,42
2024-01-21 10:00:00,SELECT,26
2024-01-21 11:00:00,UPDATE,24
2024-01-21 12:00:00,DELETE,70
2024-01-21 13:00:00,INSERT,83
2024-01-21 14:00:00,SELECT,12
2024-01-21 15:00:00,UPDATE,32
2024-01-21 16:00:00,SELECT,73
2024-01-21 17:00:00,UPDATE,67
2024-01-21 18:00:00,INSERT,90
2024-01-21 19:00:00,INSERT,83
2024-01-21 20:00:00,UPDATE,63
2024-01-21 21:00:00,SELECT,50
2024-01-21 22:00:00,UPDATE,91
2024-01-21 23:00:00,INSERT,79
2024-01-22 00:00:00,UPDATE,91
2024-01-22 01:00:00,INSERT,73
2024-01-22 02:00:00,SELECT,72
2024-01-22 03:00:00,SELECT,45
2024-01-22 04:00:00,DELETE,98
2024-01-22 05:00:00,DELETE,41
2024-01-22 06:00:00,UPDATE,80
2024-01-22 07:00:00,INSERT,37
2024-01-22 08:00:00,SELECT,43
2024-01-22 09:00:00,DELETE,31
2024-01-22 10:00:00,UPDATE,54
2024-01-22 11:00:00,SELECT,94
2024-01-22 12:00:00,DELETE,86
2024-01-22 13:00:00,UPDATE,10
2024-01-22 14:00:00,INSERT,78
2024-01-22 15:00:00,DELETE,20
2024-01-22 16:00:00,SELECT,13
2024-01-22 17:00:00,DELETE,54
2024-01-22 18:00:00,INSERT,97
2024-01-22 19:00:00,DELETE,54
2024-01-22 20:00:00,INSERT,81
2024-01-22 21:00:00,INSERT,86
2024-01-22 22:00:00,DELETE,78
2024-01-22 23:00:00,INSERT,71
2024-01-23 00:00:00,SELECT,15
2024-01-23 01:00:00,DELETE,6
2024-01-23 02:00:00,INSERT,13
2024-01-23 03:00:00,UPDATE,29
2024-01-23 04:00:00,INSERT,53
2024-01-23 05:00:00,SELECT,6
2024-01-23 06:00:00,DELETE,31
2024-01-23 07:00:00,SELECT,44
2024-01-23 08:00:00,SELECT,8
2024-01-23 09:00:00,UPDATE,34
2024-01-23 10:00:00,UPDATE,25
2024-01-23 11:00:00,SELECT,59
2024-01-23 12:00:00,SELECT,86
2024-01-23 13:00:00,DELETE,62
2024-01-23 14:00:00,SELECT,63
2024-01-23 15:00:00,UPDATE,61
2024-01-23 16:00:00,DELETE,10
2024-01-23 17:00:00,SELECT,46
2024-01-23 18:00:00,UPDATE,18
2024-01-23 19:00:00,DELETE,52
2024-01-23 20:00:00,UPDATE,27
2024-01-23 21:00:00,SELECT,50
2024-01-23 22:00:00,DELETE,14
2024-01-23 23:00:00,SELECT,22
2024-01-24 00:00:00,UPDATE,68
2024-01-24 01:00:00,SELECT,64
2024-01-24 02:00:00,SELECT,58
2024-01-24 03:00:00,DELETE,98
2024-01-24 04:00:00,INSERT,55
2024-01-24 05:00:00,DELETE,84
2024-01-24 06:00:00,INSERT,23
2024-01-24 07:00:00,INSERT,70
2024-01-24 08:00:00,DELETE,99
2024-01-24 09:00:00,UPDATE,75
2024-01-24 10:00:00,UPDATE,18
2024-01-24 11:00:00,INSERT,79
2024-01-24 12:00:00,SELECT,70
2024-01-24 13:00:00,SELECT,56
2024-01-24 14:00:00,SELECT,5
2024-01-24 15:00:00,INSERT,62
2024-01-24 16:00:00,INSERT,99
2024-01-24 17:00:00,UPDATE,39
2024-01-24 18:00:00,UPDATE,82
2024-01-24 19:00:00,SELECT,91
2024-01-24 20:00:00,SELECT,76
2024-01-24 21:00:00,INSERT,23
2024-01-24 22:00:00,DELETE,28
2024-01-24 23:00:00,DELETE,32
2024-01-25 00:00:00,INSERT,43
2024-01-25 01:00:00,DELETE,58
2024-01-25 02:00:00,DELETE,66
2024-01-25 03:00:00,INSERT,49
2024-01-25 04:00:00,SELECT,56
2024-01-25 05:00:00,INSERT,71
2024-01-25 06:00:00,DELETE,42
2024-01-25 07:00:00,SELECT,87
2024-01-25 08:00:00,INSERT,14
2024-01-25 09:00:00,INSERT,42
2024-01-25 10:00:00,DELETE,20
2024-01-25 11:00:00,UPDATE,59
2024-01-25 12:00:00,DELETE,17
2024-01-25 13:00:00,SELECT,90
2024-01-25 14:00:00,UPDATE,71
2024-01-25 15:00:00,INSERT,86
2024-01-25 16:00:00,INSERT,64
2024-01-25 17:00:00,INSERT,38
2024-01-25 18:00:00,DELETE,78
2024-01-25 19:00:00,SELECT,54
2024-01-25 20:00:00,DELETE,49
2024-01-25 21:00:00,UPDATE,98
2024-01-25 22:00:00,INSERT,89
2024-01-25 23:00:00,SELECT,77
2024-01-26 00:00:00,SELECT,75
2024-01-26 01:00:00,UPDATE,45
2024-01-26 02:00:00,INSERT,8
2024-01-26 03:00:00,INSERT,91
2024-01-26 04:00:00,INSERT,56
2024-01-26 05:00:00,SELECT,87
2024-01-26 06:00:00,INSERT,68
2024-01-26 07:00:00,SELECT,81
2024-01-26 08:00:00,DELETE,17
2024-01-26 09:00:00,INSERT,82
2024-01-26 10:00:00,SELECT,39
2024-01-26 11:00:00,UPDATE,79
2024-01-26 12:00:00,DELETE,52
2024-01-26 13:00:00,UPDATE,78
2024-01-26 14:00:00,DELETE,62
2024-01-26 15:00:00,SELECT,95
2024-01-26 16:00:00,SELECT,99
2024-01-26 17:00:00,SELECT,54
2024-01-26 18:00:00,SELECT,75
2024-01-26 19:00:00,UPDATE,78
2024-01-26 20:00:00,INSERT,22
2024-01-26 21:00:00,INSERT,77
2024-01-26 22:00:00,UPDATE,92
2024-01-26 23:00:00,DELETE,49
2024-01-27 00:00:00,INSERT,27
2024-01-27 01:00:00,SELECT,13
2024-01-27 02:00:00,SELECT,23
2024-01-27 03:00:00,SELECT,16
2024-01-27 04:00:00,UPDATE,6
2024-01-27 05:00:00,SELECT,98
2024-01-27 06:00:00,INSERT,58
2024-01-27 07:00:00,DELETE,37
2024-01-27 08:00:00,INSERT,60
2024-01-27 09:00:00,INSERT,90
2024-01-27 10:00:00,SELECT,52
2024-01-27 11:00:00,UPDATE,89
2024-01-27 12:00:00,UPDATE,94
2024-01-27 13:00:00,INSERT,18
2024-01-27 14:00:00,UPDATE,56
2024-01-27 15:00:00,DELETE,17
2024-01-27 16:00:00,INSERT,66
2024-01-27 17:00:00,SELECT,38
2024-01-27 18:00:00,DELETE,75
2024-01-27 19:00:00,INSERT,76
2024-01-27 20:00:00,INSERT,40
2024-01-27 21:00:00,SELECT,74
2024-01-27 22:00:00,SELECT,98
2024-01-27 23:00:00,DELETE,7
2024-01-28 00:00:00,SELECT,26
2024-01-28 01:00:00,UPDATE,75
2024-01-28 02:00:00,SELECT,93
2024-01-28 03:00:00,INSERT,33
2024-01-28 04:00:00,DELETE,47
2024-01-28 05:00:00,DELETE,58
2024-01-28 06:00:00,UPDATE,52
2024-01-28 07:00:00,SELECT,83
2024-01-28 08:00:00,SELECT,22
2024-01-28 09:00:00,INSERT,15
2024-01-28 10:00:00,UPDATE,84
2024-01-28 11:00:00,DELETE,14
2024-01-28 12:00:00,DELETE,71
2024-01-28 13:00:00,UPDATE,58
2024-01-28 14:00:00,UPDATE,55
2024-01-28 15:00:00,INSERT,37
2024-01-28 16:00:00,SELECT,86
2024-01-28 17:00:00,UPDATE,40
2024-01-28 18:00:00,UPDATE,91
2024-01-28 19:00:00,INSERT,71
2024-01-28 20:00:00,SELECT,68
2024-01-28 21:00:00,UPDATE,77
2024-01-28 22:00:00,DELETE,86
2024-01-28 23:00:00,INSERT,32
2024-01-29 00:00:00,UPDATE,78
2024-01-29 01:00:00,SELECT,63
2024-01-29 02:00:00,DELETE,50
2024-01-29 03:00:00,SELECT,67
2024-01-29 04:00:00,UPDATE,91
2024-01-29 05:00:00,UPDATE,24
2024-01-29 06:00:00,UPDATE,78
2024-01-29 07:00:00,DELETE,28
2024-01-29 08:00:00,DELETE,20
2024-01-29 09:00:00,SELECT,48
2024-01-29 10:00:00,SELECT,43
2024-01-29 11:00:00,UPDATE,17
2024-01-29 12:00:00,DELETE,30
2024-01-29 13:00:00,INSERT,95
2024-01-29 14:00:00,INSERT,39
2024-01-29 15:00:00,INSERT,99
2024-01-29 16:00:00,UPDATE,10
2024-01-29 17:00:00,SELECT,31
